"b","cea","cel","cpa","mu_A","mu_L","tau_E","tau_L","tau_P","od","loglik","loglik.se"
1.18702207924403,0.0132088702404268,0.0172244842038504,0.00466955565765198,1.89532307252467e-05,0.0158937470126093,15.7219226675806,7.18906255435284,18.0248791283609,1,-365.390185508557,0.140191413209043
0.397400381344627,0.00230154112246534,0.0326069357361506,0.000564410246906549,1.32170091290265e-05,0.0330288238095453,8.26542685782353,19.4397850409763,15.9010931747607,1.77978347634856,-331.284068603284,0.0283656284299188
0.615618503938618,0.00212666110772285,0.0346188344212822,0.000648681566596751,1.94358613569955e-05,0.0914106964100401,14.1393471295616,15.3404999890743,16.5177636825238,1.76841569573105,-331.207842439967,0.0234241325349501
1.22457535653313,0.00163813154789866,0.0484003501560806,0.000446944576443242,1.33652331149093e-05,0.0614450391529103,13.5878799005619,16.2974548073825,14.9898307856284,1.78053193894896,-331.177590805967,0.011586078391446
0.322558243290684,0.00192651311445811,0.0262647574082869,0.000517095752476257,2.76498352987466e-05,0.0918227289081833,12.9729229057257,15.64416479925,16.8078791686206,1.75454191077693,-331.023931894213,0.023681113699581
0.530739552154367,0.0017978896231673,0.0365938840680412,0.000432135224555931,4.08358354673687e-05,0.0549847697789984,12.3876006412253,17.5079903298521,15.7919723863023,1.76520897451483,-331.094077889028,0.0197460820541546
0.610452636497383,0.00170859502839037,0.0393527989719593,0.000402826503818265,1.42018194727049e-05,0.0566630680618615,12.1002730687046,17.373731799136,15.8648363438193,1.76975633089509,-331.083770760324,0.0210133702990211
1.07754082141264,0.00195539914748929,0.0485720365119932,0.000379052350441882,2.48695705690058e-05,0.0300930229939527,11.4786727848806,19.2491351780927,15.7099089362934,1.77162010924235,-331.252135291739,0.0121363944218507
0.434233465098586,0.0018566013967314,0.0365456041544921,0.000383512010574555,1.87066414759934e-05,0.0286653510035124,11.4428696060205,18.862808185064,15.6384965993512,1.78231475143179,-331.198473560667,0.0136685038278189
0.282040238226704,0.00174200443338997,0.0284096863548393,0.000496898397839763,1.21450118957695e-05,0.0421945530115542,8.96038366449051,18.8554382023796,15.8884115695874,1.7585934503511,-331.169225876573,0.020303500798371
1.02010448644156,0.00166010451001281,0.0464885423417389,0.000430455301264578,1.36105602109168e-05,0.0501905569078136,10.9306265671356,17.7344766441361,15.3702127322814,1.78525851622035,-331.204856866197,0.0225758426847781
0.867107718076625,0.00181152758396234,0.0444023877892186,0.000390768818686242,8.96380684587891e-06,0.0467081515139124,12.3736617465773,18.7880967159656,16.244621799798,1.77301841939296,-331.171620465816,0.0240137327155367
0.718465888294246,0.00193985944001678,0.039930542642933,0.00044163693438254,1.08955751410242e-05,0.0577811123831849,12.2512570207345,17.6932751401424,15.8880930157697,1.7686155048981,-331.143711063916,0.0265358728065219
1.02720732631447,0.00246982790102071,0.041063436530506,0.000435186464781517,2.45578639514482e-05,0.0837003094012267,12.8242257193265,17.1001513447344,16.5712365263153,1.77083036627626,-331.090636426586,0.0159640394088008
1.11361804849678,0.00142837539880469,0.0430312536459778,0.000517253208588962,3.91151747913434e-05,0.0988626296091176,30.7858044684115,16.3666602984746,16.8740858979966,1.75791893955197,-331.10748959944,0.0181062387302266
0.314241487913746,0.00191493566869517,0.0315196723946446,0.000451540729026411,1.7900652690713e-05,0.0130464045373268,8.75225909904871,19.7276985508643,15.3444348238623,1.77861399234067,-331.252133755016,0.014608512229431
0.673589262761051,0.00201151264154297,0.0363126346642835,0.000605133152425058,2.38601866536636e-05,0.10014836960444,13.8727323981207,15.2032526649104,17.3464502587363,1.76656881386308,-331.169740471816,0.0152343230763702
0.663458528438385,0.00114241133924571,0.0397125447452347,0.00037209647317032,2.90394258485392e-05,0.0774451587628105,15.6267190477895,15.9391195519644,15.6658539821523,1.76633714644575,-330.97131657138,0.0126932561858875
0.711306012142637,0.00162648307684976,0.0366188432700377,0.000391090005829703,1.56744667125604e-05,0.102361786073345,19.6329035645534,15.7119709746606,16.6069697257295,1.75279358339316,-330.984041281226,0.0179025713651912
0.439288769036643,0.001786445882612,0.0363773767916313,0.000378471739490423,2.64761492669972e-05,0.0291792892409662,11.1150176962878,18.102720690926,15.1911367584641,1.77226569588043,-331.204667452478,0.019740691472318
0.878845301248068,0.00161711946809809,0.0421509478521985,0.000476722386210087,1.60431082888851e-05,0.0781443610919817,14.6407119025582,16.0049987444049,15.7915056558732,1.76176294632016,-331.08498419697,0.0220430552578405
